tile_path,label
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1280_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1280_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1280_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1280_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_4352.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_5376.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1536_5632.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_4352.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_4608.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_4864.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_5120.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_5376.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_5632.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_5888.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_6144.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_6400.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_1792_6656.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_1792.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_4352.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_4608.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_4864.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_5120.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_5376.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_5632.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_5888.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_6144.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_6400.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_6656.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_6912.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2048_7168.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_1536.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_1792.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_4352.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_4608.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_4864.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_5120.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_5376.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_5632.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_5888.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_6144.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_6400.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_6656.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_6912.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_7168.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_7424.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2304_7680.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_1024.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_1280.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_1536.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_1792.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_4352.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_4608.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_4864.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_5120.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_5376.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_5632.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_5888.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_6144.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_6400.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_6656.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_6912.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_7168.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_7424.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_7680.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_7936.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2560_8192.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_1024.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_1280.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_1536.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_1792.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_4352.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_4608.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_4864.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_5120.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_5376.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_5632.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_5888.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_6144.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_6400.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_6656.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_6912.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_7168.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_7424.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_7680.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_7936.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_8192.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_2816_8448.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_1280.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_1536.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_1792.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_2048.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_2304.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_2560.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_2816.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_3072.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_3328.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_3584.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_3840.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_4096.png,1
C:\Users\User\Documents\SVS\save\tiles\TCGA-42-2593-01A-01-TS1.0aa136c4-90e2-49f3-adf8-73d334f9e6ec.svs_3072_4352.png,1
